university,region,gu,region_latitude,region_longitude,university_latitude,university_longitude,distance_km
숭실대학교,대방동,동작구,37.5081642609998,126.926343500008,37.4964289688636,126.955157917408,2.86
숭실대학교,남현동,관악구,37.4745631666845,126.977909779402,37.4964289688636,126.955157917408,3.15
숭실대학교,한강로3가,용산구,37.5276608637792,126.962182447512,37.4964289688636,126.955157917408,3.53
숭실대학교,신대방동,동작구,37.4930124961565,126.914941920386,37.4964289688636,126.955157917408,3.57
숭실대학교,용산동5가,용산구,37.526143245049,126.974364951898,37.4964289688636,126.955157917408,3.71
세종대학교,송정동,성동구,37.5545322586259,127.069569072089,37.5516093089619,127.07318364213,0.46
세종대학교,군자동,광진구,37.5554765598173,127.075350846159,37.5516093089619,127.07318364213,0.47
세종대학교,화양동,광진구,37.5464762611363,127.071367614735,37.5516093089619,127.07318364213,0.59
세종대학교,능동,광진구,37.5537792609497,127.080536887135,37.5516093089619,127.07318364213,0.69
세종대학교,구의동,광진구,37.5502741239801,127.093135225891,37.5516093089619,127.07318364213,1.77
세종대학교,성수동2가,성동구,37.5409627375214,127.057019282187,37.5516093089619,127.07318364213,1.85
세종대학교,중곡동,광진구,37.5617477458583,127.090401426965,37.5516093089619,127.07318364213,1.89
세종대학교,장안동,동대문구,37.5696967138505,127.071439570463,37.5516093089619,127.07318364213,2.02
세종대학교,용답동,성동구,37.5640758244216,127.055579052769,37.5516093089619,127.07318364213,2.08
세종대학교,자양동,광진구,37.5311077958687,127.073018338792,37.5516093089619,127.07318364213,2.28
세종대학교,답십리동,동대문구,37.5690668295006,127.056655839753,37.5516093089619,127.07318364213,2.43
세종대학교,광장동,광진구,37.5468565308903,127.103025712709,37.5516093089619,127.07318364213,2.68
세종대학교,사근동,성동구,37.5614997515694,127.045327331714,37.5516093089619,127.07318364213,2.69
세종대학교,성수동1가,성동구,37.5417253860375,127.043351028535,37.5516093089619,127.07318364213,2.85
세종대학교,마장동,성동구,37.566379547987,127.045325760782,37.5516093089619,127.07318364213,2.95
광운대학교,월계동,노원구,37.6199191869583,127.062987742987,37.619379129478,127.058263354527,0.42
광운대학교,석관동,성북구,37.6129860183721,127.0614007785,37.619379129478,127.058263354527,0.76
광운대학교,장위동,성북구,37.6170568426302,127.04956549458,37.619379129478,127.058263354527,0.81
광운대학교,공릉동,노원구,37.6248431089168,127.073821318894,37.619379129478,127.058263354527,1.5
광운대학교,번동,강북구,37.6241057350223,127.04133717608,37.619379129478,127.058263354527,1.58
광운대학교,상월곡동,성북구,37.6069133345458,127.045527017386,37.619379129478,127.058263354527,1.78
광운대학교,묵동,중랑구,37.6123807746797,127.079182031593,37.619379129478,127.058263354527,2.0
광운대학교,이문동,동대문구,37.6004055110661,127.066373060068,37.619379129478,127.058263354527,2.23
광운대학교,하월곡동,성북구,37.6075035036308,127.037812638789,37.619379129478,127.058263354527,2.23
광운대학교,하계동,노원구,37.6404885286243,127.072685646642,37.619379129478,127.058263354527,2.67
광운대학교,중화동,중랑구,37.599461816745,127.077320262185,37.619379129478,127.058263354527,2.78
